file,line,column,type,code,message,docs,severity,link
README.md,0,0,ERROR,missing_readme_header_tested,"The ""Tested up to"" header is missing in the readme file.",https://developer.wordpress.org/plugins/wordpress-org/how-your-readme-txt-works/#readme-header-information,7,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2FREADME.md
README.md,0,0,ERROR,no_license,"Missing ""License"". Please update your readme with a valid GPLv2 (or later) compatible license.",https://developer.wordpress.org/plugins/wordpress-org/common-issues/#no-gpl-compatible-license-declared,9,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2FREADME.md
README.md,0,0,ERROR,no_stable_tag,"Invalid or missing Stable Tag. Your Stable Tag is meant to be the stable version of your plugin and it needs to be exactly the same with the Version in your main plugin file's header. Any mismatch can prevent users from downloading the correct plugin files from WordPress.org.",https://developer.wordpress.org/plugins/wordpress-org/common-issues/#incorrect-stable-tag,9,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2FREADME.md
README.md,0,0,WARNING,readme_parser_warnings_trimmed_short_description,"The ""Short Description"" section is too long and was truncated. A maximum of 150 characters is supported.",,6,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2FREADME.md
includes/class-saml-auth-handler.php,102,25,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=102
includes/class-saml-auth-handler.php,102,62,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=102
includes/class-saml-auth-handler.php,102,62,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_GET[&#039;redirect_to&#039;]",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=102
includes/class-saml-auth-handler.php,146,26,WARNING,WordPress.Security.NonceVerification.Missing,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=146
includes/class-saml-auth-handler.php,146,63,WARNING,WordPress.Security.NonceVerification.Missing,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=146
includes/class-saml-auth-handler.php,146,63,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_POST[&#039;RelayState&#039;]",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=146
includes/class-saml-auth-handler.php,204,20,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedHooknameFound,"Hook names invoked by a theme/plugin should start with the theme/plugin prefix. Found: &quot;wp_login&quot;.",,6,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=204
includes/class-saml-auth-handler.php,240,17,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=240
includes/class-saml-auth-handler.php,244,47,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=244
includes/class-saml-auth-handler.php,273,15,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=273
includes/class-saml-auth-handler.php,273,48,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=273
includes/class-saml-auth-handler.php,279,20,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=279
includes/class-saml-auth-handler.php,279,70,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=279
includes/class-saml-auth-handler.php,287,42,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotValidated,"Detected usage of a possibly undefined superglobal array index: $_SERVER[&#039;REQUEST_METHOD&#039;]. Check that the array index exists before using it.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=287
includes/class-saml-auth-handler.php,287,79,WARNING,WordPress.Security.NonceVerification.Missing,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=287
includes/class-saml-auth-handler.php,288,53,WARNING,WordPress.Security.NonceVerification.Missing,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=288
includes/class-saml-auth-handler.php,294,25,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=294
includes/class-saml-auth-handler.php,294,66,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=294
includes/class-saml-auth-handler.php,294,66,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_REQUEST[&#039;redirect_to&#039;]",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=294
includes/class-saml-auth-handler.php,342,20,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=342
includes/class-saml-auth-handler.php,342,70,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=342
includes/class-saml-auth-handler.php,364,25,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=364
includes/class-saml-auth-handler.php,364,66,WARNING,WordPress.Security.NonceVerification.Recommended,"Processing form data without nonce verification.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=364
includes/class-saml-auth-handler.php,364,66,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_REQUEST[&#039;redirect_to&#039;]",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-auth-handler.php&line=364
includes/class-saml-idp-metadata-importer.php,53,70,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotValidated,"Detected usage of a possibly undefined superglobal array index: $_FILES[&#039;metadata_file&#039;][&#039;error&#039;]. Check that the array index exists before using it.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-idp-metadata-importer.php&line=53
includes/class-saml-idp-metadata-importer.php,54,38,WARNING,WordPress.Security.ValidatedSanitizedInput.InputNotSanitized,"Detected usage of a non-sanitized input variable: $_FILES[&#039;metadata_file&#039;]",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-idp-metadata-importer.php&line=54
includes/class-saml-provisioning.php,176,17,WARNING,WordPress.DB.SlowDBQuery.slow_db_query_meta_key,"Detected usage of meta_key, possible slow query.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-provisioning.php&line=176
includes/class-saml-provisioning.php,177,17,WARNING,WordPress.DB.SlowDBQuery.slow_db_query_meta_value,"Detected usage of meta_value, possible slow query.",,5,https://securityblog.denison.edu/wp-admin/plugin-editor.php?plugin=edu-saml-sp%2Fedu-saml-sp.php&file=edu-saml-sp%2Fincludes%2Fclass-saml-provisioning.php&line=177
